49914353@N00	476094362235093	5
41580994@N04	449439562303531	5
53544620@N06	423505157113049	5
7311921@N08	252950405151760	5
95934740@N07	476094362220685	5
26801363@N00	328592459670469	5
95057927@N00	374517912694348	5
79004039@N00	399551857514672	5
80218449@N00	406935957395806	5
19799760@N00	419362858764566	5
8499589@N02	388565757707379	5
32001658@N06	360650259585822	5
85106226@N00	424945957087835	5
93269200@N00	356688013973058	5
57303721@N00	325710858548446	5
30845032@N04	475554062238695	5
40786807@N05	408016557394005	5
9945076@N05	390186657651548	5
91181481@N00	377579662224287	5
40805733@N00	455022662262108	5
18578349@N02	302477959776728	5
7774088@N08	407296157399408	5
39173236@N04	340659161835271	5
97630468@N06	341199461811858	5
37165079@N08	398111060489924	5
78732663@N03	406755857399408	5
93858545@N00	416121057271537	5
69475316@N00	361190561516494	5
52633947@N00	5338678015120295	5
25464516@N07	407476257401209	4
38734023@N00	419002601247192	4
25530545@N04	556779101259799	4
25785996@N06	419002658762765	4
83032584@N05	338678061786644	4
47357266@N00	377939862240496	4
46892519@N00	407476257401209	4
53681093@N00	229897612018973	4
40797661@N00	425126058289102	4
20645184@N03	304999359128368	4
33227061@N08	476454562235093	4
39503289@N06	386044359029313	4
25138015@N03	281406258274694	4
30394337@N00	400992657514672	4
8994305@N02	406935958959074	4
61317203@N03	403874257527279	4
18081271@N00	361190561518295	4
16295466@N00	95723112382775	4
27577971@N00	473753000854574	4
13856374@N05	458444562395382	4
43933427@N00	386224459018507	4
49503153294@N01	279965458168435	4
87854506@N04	272941558040564	4
96270515@N05	365693061876694	4
12443035@N07	423505157105845	4
27399856@N04	385504058996895	4
51559287@N04	378300062247700	4
13983342@N00	378119962242297	4
7310714@N06	419182758762765	4
58855222@N00	360830361514693	4
74105777@N00	507431750278254	4
34606214@N00	358489058530436	4
8767123@N06	341559661828067	4
68026024@N00	302658059773126	4
74712199@N00	348943762042386	4
96147277@N00	367133850442145	4
47987762@N02	418282258786178	4
26861346@N00	330933761700196	4
87241269@N00	467809759209413	3
86372847@N00	470331162269312	3
34486247@N00	476094362233292	3
8238125@N05	377939862244098	3
53668057@N06	429988757869469	3
99302375@N00	206844865644386	3
72424923@N00	377939862240496	3
24752465@N04	248087712098217	3
78137754@N08	258353458018952	3
58143558@N00	429808657147268	3
25530545@N04	449799759322876	3
67211657@N07	258713658033360	3
47462072@N00	340659161835271	3
29672971@N05	391807557716384	3
11520748@N06	385323962150446	3
31832789@N00	418822558762765	3
76784303@N00	378119962240496	3
10704642@N00	145790912105421	3
44017101@N05	343720859713693	3
21641933@N00	326251158371948	3
9338366@N08	339938761838873	3
80182690@N00	327331761714604	3
15923079@N07	475914262233292	3
15922403@N02	374157762209879	3
83717638@N02	334535761194115	3
66868947@N06	476094362233292	3
44314064@N06	388925957701976	3
26885526@N00	313283912062197	3
10254060@N00	407656361188712	3
55750049@N03	407476257401209	3
26984537@N06	455202762263909	3
68039259@N07	429808657181487	3
18896177@N00	396670260498929	3
48847197@N00	335616358494416	3
27496088@N03	409097157379597	3
52254641@N08	594420002475474	3
64998727@N08	391987657466045	3
47028576@N05	377579662242297	3
8794062@N08	302838159122965	3
10254060@N00	321928703485835	3
51035598215@N01	301397359747912	3
97675277@N00	284648058146823	3
23945655@N00	406215558006345	3
96528091@N00	321388458074783	3
94894562@N00	327331761714604	3
96261818@N00	360650257939708	3
80263112@N00	406935957394005	3
75549338@N02	407476257397607	3
76696896@N00	400272260525944	3
40525664@N03	379560762125232	3
46963090@N03	337417358436784	3
8201703@N02	222873711415638	3
92996210@N07	399371758602476	3
92771140@N06	514635750316075	3
25082260@N03	449799759326478	3
31832789@N00	279425158245878	3
13334322@N00	377939862240496	3
21488344@N00	256912658017151	3
23919060@N06	408016557397607	3
12429838@N07	340479061824465	3
11234767@N08	410177757413816	3
29912007@N05	517697450164791	3
57835192@N00	375058201508337	3
9173558@N05	419542958766367	3
48862855@N00	420263358777173	3
25201178@N00	475914262254904	3
69475316@N00	459525158917651	3
21104371@N05	436472357939708	3
20201242@N02	323369558615083	3
48889122860@N01	379380662253103	3
63073819@N00	107789810666422	3
66855878@N03	407296157399408	3
51446703@N00	408556857388602	3
25530545@N04	420443458768168	3
66088091@N00	397390660498929	3
51531976@N00	448539059324677	3
14630887@N03	405675257397607	3
71557084@N08	356147759746111	3
41004554@N04	137146110025266	3
45114345@N00	311843158134216	3
94611718@N00	520038700436742	3
32169245@N00	378840362193670	3
66273268@N08	387124950914007	3
31052263@N08	328052159663265	3
24528629@N06	411078257372393	3
93555470@N03	449619659324677	3
78428333@N08	476994862254904	3
94201945@N08	408556801425491	3
26795493@N05	347142758665511	3
52272195@N00	476814762233292	2
68229468@N00	403333957595717	2
20714922@N03	389106057703777	2
7322032@N06	284828158146823	2
33108943@N05	320848158109002	2
52777706@N00	377939862240496	2
51418863@N00	488341100236831	2
62628794@N00	418282257138263	2
72185868@N00	210086665665998	2
27688522@N00	494284450256642	2
68509278@N02	375418412838428	2
77544912@N07	391087160644810	2
33811642@N00	441515157293149	2
41808955@N00	485279400905002	2
14399815@N07	284107758146823	2
